,Number of Insured,Number of Uninsured,State,Race,RACECAT,IPRCAT,Income Poverty Ratio,Age Range,AGECAT,Sex,SEXCAT,Year,state
13674,142145,38299,Oregon,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Male Only,1,2020,41
13675,44243,18244,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,41
13676,58529,23371,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,41
13677,25351,10639,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,41
13678,94286,32766,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,41
13679,68935,22127,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,41
13680,138435,29056,Oregon,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Female Only,2,2020,41
13681,50516,16325,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,41
13682,64064,19873,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,41
13683,32223,10889,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,41
13684,94938,25511,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,41
13685,62715,14622,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,41
13686,1214512,106357,Oregon,All Races,0,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,41
13687,241164,43320,Oregon,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13688,315191,55468,Oregon,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13689,155745,27551,Oregon,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13690,554312,81659,Oregon,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13691,398567,54108,Oregon,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13692,591193,58643,Oregon,All Races,0,0,All Incomes,40 to 64 years,2,Male Only,1,2020,41
13693,110586,22752,Oregon,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13694,145243,29485,Oregon,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13695,71084,14261,Oregon,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13696,260512,44363,Oregon,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13697,189428,30102,Oregon,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13698,623319,47714,Oregon,All Races,0,0,All Incomes,40 to 64 years,2,Female Only,2,2020,41
13699,130578,20568,Oregon,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13700,169948,25983,Oregon,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13701,84661,13290,Oregon,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13702,293800,37296,Oregon,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13703,209139,24006,Oregon,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13704,968373,66739,Oregon,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,41
13705,178725,24460,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13706,233040,31703,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13707,116872,15641,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13708,420417,48869,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13709,303545,33228,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13710,470948,37698,Oregon,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Male Only,1,2020,41
13711,81066,13020,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13712,106282,17096,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13713,53311,8337,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13714,195705,27046,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13715,142394,18709,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13716,497425,29041,Oregon,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Female Only,2,2020,41
13717,97659,11440,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13718,126758,14607,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13719,63561,7304,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13720,224712,21823,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13721,161151,14519,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13722,20876,1840,Oregon,"Black alone, not Hispanic",2,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,41
13723,6933,894,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13724,8602,1098,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13725,4921,629,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13726,12704,1468,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13727,7783,839,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13728,11517,1152,Oregon,"Black alone, not Hispanic",2,0,All Incomes,40 to 64 years,2,Male Only,1,2020,41
13729,3564,540,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13730,4418,668,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13731,2492,374,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13732,6734,907,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13733,4242,533,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13734,9359,688,Oregon,"Black alone, not Hispanic",2,0,All Incomes,40 to 64 years,2,Female Only,2,2020,41
13735,3369,354,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13736,4184,430,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13737,2429,255,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13738,5970,561,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13739,3541,306,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13740,111585,28409,Oregon,Hispanic (any race),3,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,41
13741,30792,14086,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13742,41483,17869,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13743,17680,8641,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13744,67250,24220,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13745,49570,15579,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,41
13746,57558,15373,Oregon,Hispanic (any race),3,0,All Incomes,40 to 64 years,2,Male Only,1,2020,41
13747,15204,7375,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13748,20647,9458,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13749,8317,4340,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13750,34399,13061,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13751,26082,8721,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,41
13752,54027,13036,Oregon,Hispanic (any race),3,0,All Incomes,40 to 64 years,2,Female Only,2,2020,41
13753,15588,6711,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13754,20836,8411,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13755,9363,4301,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13756,32851,11159,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13757,23488,6858,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,41
13758,724459,55998,Oregon,All Races,0,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,41
13759,151971,21597,Oregon,All Races,0,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13760,195985,27807,Oregon,All Races,0,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13761,100550,13869,Oregon,All Races,0,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13762,335264,42126,Oregon,All Races,0,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13763,234714,28257,Oregon,All Races,0,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13764,348763,29792,Oregon,All Races,0,0,All Incomes,50 to 64 years,3,Male Only,1,2020,41
13765,70307,11440,Oregon,All Races,0,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13766,90521,14717,Oregon,All Races,0,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13767,46592,7438,Oregon,All Races,0,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13768,155986,22268,Oregon,All Races,0,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13769,109394,14830,Oregon,All Races,0,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13770,375696,26206,Oregon,All Races,0,0,All Incomes,50 to 64 years,3,Female Only,2,2020,41
13771,81664,10157,Oregon,All Races,0,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13772,105464,13090,Oregon,All Races,0,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13773,53958,6431,Oregon,All Races,0,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13774,179278,19858,Oregon,All Races,0,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13775,125320,13427,Oregon,All Races,0,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13776,597096,39694,Oregon,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,41
13777,119100,14981,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13778,152823,19202,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13779,79257,9745,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13780,265718,29332,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13781,186461,19587,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13782,286833,21396,Oregon,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Male Only,1,2020,41
13783,54430,8028,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13784,69690,10250,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13785,36657,5390,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13786,122487,15675,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13787,85830,10285,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13788,310263,18298,Oregon,"White alone, not Hispanic",1,0,All Incomes,50 to 64 years,3,Female Only,2,2020,41
13789,64670,6953,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13790,83133,8952,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13791,42600,4355,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13792,143231,13657,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13793,100631,9302,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13794,11776,882,Oregon,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,41
13795,4195,438,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13796,5134,532,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13797,3071,321,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13798,7225,701,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13799,4154,380,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13800,6483,537,Oregon,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Male Only,1,2020,41
13801,2255,270,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13802,2712,324,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13803,1653,200,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13804,3829,423,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13805,2176,223,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13806,5293,345,Oregon,"Black alone, not Hispanic",2,0,All Incomes,50 to 64 years,3,Female Only,2,2020,41
13807,1940,168,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13808,2422,208,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13809,1418,121,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13810,3396,278,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13811,1978,157,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13812,55264,10850,Oregon,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Both Sexes,0,2020,41
13813,14480,4414,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13814,19942,5902,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13815,8777,2617,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13816,32659,8791,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13817,23882,6174,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Both Sexes,0,2020,41
13818,28674,5799,Oregon,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Male Only,1,2020,41
13819,7354,2341,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13820,10145,3146,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13821,4196,1322,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13822,16707,4681,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13823,12511,3359,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Male Only,1,2020,41
13824,26590,5051,Oregon,Hispanic (any race),3,0,All Incomes,50 to 64 years,3,Female Only,2,2020,41
13825,7126,2073,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13826,9797,2756,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13827,4581,1295,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13828,15952,4110,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13829,11371,2815,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,41
13830,858589,30692,Oregon,All Races,0,0,All Incomes,Under 19 years,4,Both Sexes,0,2020,41
13831,276491,13454,Oregon,All Races,0,1,<= 200% of Poverty,Under 19 years,4,Both Sexes,0,2020,41
13832,354835,16991,Oregon,All Races,0,2,<= 250% of Poverty,Under 19 years,4,Both Sexes,0,2020,41
13833,174716,8068,Oregon,All Races,0,3,<= 138% of Poverty,Under 19 years,4,Both Sexes,0,2020,41
13834,546420,24830,Oregon,All Races,0,4,<= 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,41
13835,371704,16762,Oregon,All Races,0,5,138% to 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,41
13836,2195758,231996,Oregon,All Races,0,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,41
13837,510419,98776,Oregon,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13838,668000,126903,Oregon,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13839,327283,61393,Oregon,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13840,1136423,183795,Oregon,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13841,809140,122402,Oregon,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13842,1075608,131983,Oregon,All Races,0,0,All Incomes,21 to 64 years,5,Male Only,1,2020,41
13843,230643,52385,Oregon,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13844,306499,68546,Oregon,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13845,144167,31481,Oregon,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13846,538976,102773,Oregon,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13847,394809,71292,Oregon,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13848,1120150,100013,Oregon,All Races,0,0,All Incomes,21 to 64 years,5,Female Only,2,2020,41
13849,279776,46391,Oregon,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13850,361501,58357,Oregon,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13851,183116,29912,Oregon,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13852,597447,81022,Oregon,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13853,414331,51110,Oregon,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13854,1659686,141876,Oregon,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,41
13855,354620,54791,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13856,467218,72025,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13857,228000,33329,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13858,816930,108332,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13859,588930,75003,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13860,812287,81170,Oregon,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Male Only,1,2020,41
13861,159397,29058,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13862,213057,38822,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13863,100810,17363,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13864,384484,60583,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13865,283674,43220,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13866,847399,60706,Oregon,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Female Only,2,2020,41
13867,195223,25733,Oregon,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13868,254161,33203,Oregon,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13869,127190,15966,Oregon,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13870,432446,47749,Oregon,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13871,305256,31783,Oregon,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13872,42554,4672,Oregon,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,41
13873,15179,2250,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13874,19005,2809,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13875,10673,1574,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13876,27842,3773,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13877,17169,2199,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13878,23047,2946,Oregon,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Male Only,1,2020,41
13879,7441,1336,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13880,9479,1700,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13881,5051,909,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13882,14457,2336,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13883,9406,1427,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13884,19507,1726,Oregon,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Female Only,2,2020,41
13885,7738,914,Oregon,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13886,9526,1109,Oregon,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13887,5622,665,Oregon,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13888,13385,1437,Oregon,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13889,7763,772,Oregon,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13890,256044,62994,Oregon,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,41
13891,83671,32288,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13892,108953,40346,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13893,50363,20122,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13894,170343,54448,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13895,119980,34326,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,41
13896,129608,35862,Oregon,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Male Only,1,2020,41
13897,38876,17027,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13898,51877,21817,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13899,22018,9936,Oregon,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13900,84915,30653,Oregon,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13901,62897,20717,Oregon,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,41
13902,126436,27132,Oregon,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Female Only,2,2020,41
13903,44795,15261,Oregon,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,41
13904,57076,18529,Oregon,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,41
